Type_H,Type_L,Type_M,Air temperature (K),Process temperature (K),Rotational speed (rpm),Torque (Nm),Tool wear (min),TWF,HDF,PWF,OSF,RNF
0.0,0.0,1.0,0.07368772,0.9810576,-0.9322093,0.86464196,1.6507686,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.8254704,0.83667076,1.5833576,-1.4641677,-0.9913092,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0539863,-1.5457118,-0.5357733,1.0293052,0.071775384,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,0.5478971,-1.3502692,1.4174402,1.13486,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.1679394,1.9917653,0.055276807,-0.2762395,1.056692,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,2.0068433,1.3420246,-0.6799319,0.3471287,-0.05329339,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,0.47570372,-0.24745618,0.69997865,-0.06892699,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.3224802,-1.1847447,0.14177194,-0.49971116,-1.116378,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.08740857,0.83667076,0.24268293,0.076610416,1.4162648,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.5169987,-0.89597106,-0.96104103,1.2057302,-1.5228515,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,1.3087593,0.6922839,-0.70876354,0.50003034,-1.272714,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.8254704,0.18693008,-0.45648608,0.511792,-1.194546,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.7854925,-0.24623038,-1.6097546,2.3466117,0.6502185,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.1076851,-0.8237777,0.32917807,-0.44090283,0.6502185,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2687814,-1.0403578,0.437297,-0.19390787,-1.42905,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.30220363,-0.6071974,0.6967824,-0.44090283,0.83782166,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.34218153,1.1254444,0.09852438,0.12365707,1.1192263,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.234784,1.053251,0.8265251,-0.19390787,-1.42905,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.5772531,1.7751851,0.50216836,0.84111863,-0.63173646,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.4698555,1.5586048,1.0283471,-1.0054628,1.1817608,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,1.3624581,0.11473666,-0.78084284,0.42946035,0.32191294,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.73179376,-1.1847447,1.0860106,-1.2171727,-0.13146138,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.147663,0.62009054,-0.9322093,0.21775039,-1.116378,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,-1.1076851,-0.029650155,1.5256941,-0.97017777,-1.0069429,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.5372752,-1.4735184,-0.36999094,0.12365707,0.6502185,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.03370981,0.83667076,0.4877525,-0.017482903,1.2286615,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.73179376,-0.17403698,0.7832776,-1.1818877,-0.08456059,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.83919126,-1.1125513,0.04086095,0.2530354,0.9941576,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.7854925,-1.2569381,0.6030793,-0.64085114,-1.5541188,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.9531444,1.5586048,-0.045634184,-0.06452956,-0.7099045,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.83919126,-1.5457118,-0.8457142,0.547077,-0.10019418,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.18108524,1.1254444,0.63191104,-0.98193944,-1.3665155,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,0.47570372,-0.47090194,0.57060033,1.1035928,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.9465888,-1.1847447,-1.2277344,0.9822586,-1.2414467,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.83919126,-0.67939085,-1.0763679,1.0175436,-0.05329339,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.060542,1.7751851,-0.37719887,0.41769868,1.3068296,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.18108524,1.1976378,-1.061952,1.4762485,0.8690888,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.3624581,0.83667076,-0.110505536,-0.28800118,0.80655444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,2.060542,2.2083454,0.39404944,0.2883204,-0.78807247,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.5569766,0.62009054,-0.5357733,0.82935697,-0.80370605,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.8254704,0.4035103,0.32197013,-0.5938045,-0.10019418,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.6643741,1.5586048,-1.1772789,1.6997201,0.6502185,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.61067533,0.7644773,-0.4853178,1.2057302,0.29064575,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.9865667,0.7644773,-1.2349423,2.3818967,1.4475319,-0.039450478,-0.072020546,-0.049016424,15.863363,-0.04756777
0.0,0.0,1.0,0.9865667,0.5478971,3.6520329,-2.4991941,-0.41286612,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.07368772,1.053251,0.37963358,-0.39385617,1.291196,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.9465888,-0.8237777,0.7184062,-0.6290895,-1.2414467,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2150826,-1.0403578,-1.2061106,1.5232952,-1.2414467,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.12738648,0.11473666,0.55262387,-0.4879495,1.1661272,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.8594677,-2.0510657,4.315162,-2.6520958,0.7596537,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.6309519,1.6307982,-1.3430612,2.1466634,-0.7099045,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.5372752,-1.6900985,0.9202282,-0.14686121,-1.3508819,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.234784,1.3420246,-0.73759526,-0.40561783,-0.80370605,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.12738648,-0.17403698,-0.44927815,0.52355367,0.7127529,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,1.4161568,0.4035103,-0.5213574,0.53531533,-0.41286612,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.3624581,0.18693008,0.32197013,-0.5232345,-0.5535685,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.87916917,0.5478971,1.3094563,-1.7582092,-1.1789124,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.83919126,-1.3291315,2.6789627,-2.2169142,-0.10019418,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.678095,-0.6071974,-0.43486232,0.55883867,-1.3352484,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.2013618,0.90886414,1.7563478,-1.4406444,-0.63173646,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.3761789,-0.89597106,1.0499709,-0.64085114,1.1192263,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.34218153,-0.3906172,-0.6871398,1.0293052,-0.05329339,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,-0.7854925,-1.4735184,0.6174952,-0.73494446,1.5100663,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.7854925,-1.2569381,2.1167443,-2.0404892,-1.6010195,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.24850486,-0.4628106,-0.42044646,0.73526365,1.2599288,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.24850486,-0.96816444,-0.5213574,1.3821552,0.32191294,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.34218153,-0.3906172,-0.39882267,0.15894207,0.29064575,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.3087593,0.6922839,-0.49973366,0.3118437,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.24850486,-0.6071974,-1.0114965,0.8528803,-0.6004693,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.40960115,0.4035103,1.3094563,-1.5817842,-0.4441333,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,0.44957906,1.7751851,1.7058923,-2.0169659,-0.4754005,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,0.77177167,0.7644773,-1.2349423,2.652415,1.6038679,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.87916917,0.47570372,-0.867338,0.3824137,0.41571453,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.34218153,1.4864115,0.27151465,-0.44090283,0.13430977,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2687814,-0.75158423,-1.0259124,0.441222,1.4475319,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.12738648,1.3420246,-0.21141653,-0.2762395,0.11867618,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.9865667,0.3313169,-0.65110016,0.57060033,-1.5541188,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.4698555,0.25912347,-1.9845668,2.511275,1.13486,-0.039450478,-0.072020546,-0.049016424,15.863363,-0.04756777
0.0,1.0,0.0,-0.7854925,-0.4628106,0.09131645,0.10013375,-1.3508819,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.2884828,-0.31842378,-0.9754569,1.0293052,0.978524,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.34218153,-0.3906172,1.8068033,-1.3700744,2.182311,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2687814,-0.96816444,0.96347576,-1.0054628,-1.116378,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0539863,-1.1125513,-0.17537689,-0.17038454,1.1035928,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.019988954,-0.31842378,-0.9466252,0.9940203,0.32191294,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4835764,-1.1125513,1.8860905,-1.5112143,-0.5692021,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.9465888,-0.96816444,0.6967824,-0.7584678,-0.13146138,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.5706974,-0.101843566,-0.6150605,0.7823103,0.6033177,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.12738648,-0.17403698,0.19943537,-0.4879495,0.96289045,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.44957906,0.83667076,-0.362783,0.73526365,-0.022026196,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.2884828,1.053251,-0.9970807,1.0881135,0.61895126,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.6243962,0.25912347,-0.29791167,-0.5114728,-0.17836216,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.93286794,0.83667076,2.7870815,0.41769868,-0.037659794,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.61067533,1.1976378,-0.41323853,0.06484875,0.80655444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.6243962,0.11473666,0.13456401,-0.6173278,1.3537303,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.5372752,-1.1125513,-0.87454593,1.5585802,0.6502185,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.0402654,0.18693008,1.2662088,-1.3347894,1.7289367,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.234784,1.1254444,-0.39161474,2.3466117,-0.75680524,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.08740857,0.83667076,-0.17537689,0.45298368,1.1661272,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.9465888,-1.4013249,-0.73038733,-1.1113178,-1.3039812,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.1142406,2.0639586,-0.463694,0.2883204,-0.13146138,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.5706974,-0.6071974,-1.0331203,1.6879585,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.2884828,1.3420246,0.833733,-0.7937528,-1.6010195,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,-1.2150826,-0.3906172,-0.9538331,0.9822586,-1.5228515,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.8457469,1.8473785,-0.24745618,-0.69965947,-0.06892699,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.3087593,0.11473666,-1.2061106,1.7585285,-1.5541188,-0.039450478,13.884927,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.5569766,1.4864115,-0.06005004,-0.26447785,1.1661272,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.6446728,-1.6179051,0.8265251,-0.029244568,-0.24089655,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.12738648,1.053251,1.5040704,-1.2995044,1.1973944,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.03370981,-0.31842378,0.50216836,0.24127372,-1.272714,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.40960115,0.3313169,0.19943537,-0.0527679,1.0254248,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.019988954,-0.31842378,-1.0979917,1.0881135,1.4318984,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.5706974,-0.101843566,-0.83129835,0.48826867,-0.74117166,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.3224802,-1.2569381,-0.5862288,1.2527769,-1.116378,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.6243962,0.11473666,0.58866346,-0.32328618,-0.63173646,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,0.77177167,-0.17403698,-0.9105856,0.69997865,-0.74117166,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,0.50327784,0.6922839,1.1220502,-1.1936494,1.3693639,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.0539863,-1.6900985,1.8140112,-2.0169659,1.5257,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.1142406,1.9195719,1.7491399,0.111895405,1.6820359,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.5569766,0.83667076,-0.52856535,0.42946035,0.35318014,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
1.0,0.0,0.0,-1.2687814,-1.1847447,0.8481489,-0.67613614,-0.11582778,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.6643741,0.6922839,-0.766427,0.17070372,0.79092085,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.8254704,0.11473666,-0.5357733,0.73526365,-1.0538436,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,1.3420246,-0.06725797,-0.53499615,1.4318984,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.8254704,0.47570372,0.41567323,-0.71142113,1.1973944,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.83919126,-1.4735184,-0.5862288,-0.5467578,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.12738648,1.053251,-0.5357733,0.029563755,-0.45976692,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.234784,0.83667076,-0.83129835,1.5585802,0.83782166,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.30220363,-0.8237777,-0.9466252,1.3586318,1.4787991,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.5569766,-0.101843566,0.54541594,-0.5114728,1.3380967,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.1613839,-1.4735184,-0.24024825,-0.29976285,-1.1476452,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.6446728,-1.4013249,-0.16816896,0.15894207,-0.19399576,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.5569766,0.62009054,-1.2493582,0.86464196,1.0254248,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,0.87916917,0.47570372,-0.88175386,0.9940203,-0.0063925986,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.87916917,0.4035103,0.11294023,-0.076291226,0.30627933,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.73179376,-0.4628106,-0.71597147,2.3818967,-1.5697523,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.3290358,2.4971192,0.8553568,-0.7937528,-0.7099045,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.46329993,0.18693008,0.3075543,0.37065202,-1.1007444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.4298776,-0.96816444,-1.2853978,-0.15862288,0.22811136,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.9465888,-1.6179051,-0.36999094,-0.11157622,0.38444734,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4298776,-1.4013249,1.9653778,-1.4994526,0.5876841,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.3559024,0.5478971,0.6030793,-1.0054628,1.1661272,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,1.5235543,0.83667076,-0.96824896,1.0293052,1.1661272,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.46329993,-0.101843566,-0.52856535,-0.0527679,0.74402004,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.4298776,-0.96816444,-0.24745618,0.26479706,0.79092085,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.87916917,0.47570372,-0.34836715,0.41769868,1.6820359,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.73179376,0.042543255,-0.85292214,1.3468702,-0.6004693,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.77177167,0.3313169,3.3781316,-2.0640125,1.4787991,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.83919126,-1.2569381,-1.1196154,0.441222,-0.037659794,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.4298776,-0.96816444,0.30034637,-1.0289861,0.83782166,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.4698555,1.4142181,-1.06916,0.8764036,-0.16272856,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.1076851,-1.5457118,1.734724,-1.4053594,0.36881372,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-1.4835764,-1.0403578,0.7832776,-0.8525611,-0.36596534,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.1948061,-0.4628106,0.27872258,-0.44090283,0.80655444,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.7180729,0.62009054,0.17060366,-0.4173795,1.3537303,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.3559024,0.11473666,-0.8961697,1.3703935,-1.4759507,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4298776,-0.96816444,-0.17537689,1.4880102,0.91598964,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,1.3087593,0.62009054,0.24989086,-0.1821462,0.9941576,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.89289004,-0.8237777,-0.55739707,-0.4526645,-1.194546,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.1613839,-0.8237777,-0.55018914,0.582362,1.2755624,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.77177167,0.3313169,-0.69434774,0.15894207,0.30627933,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,0.11473666,-0.2546641,1.4527252,1.291196,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.87916917,0.5478971,-0.80967456,0.39417535,-0.39723253,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.61067533,1.4142181,2.6573389,-0.0527679,1.4631655,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.5706974,0.18693008,-0.49973366,0.40593702,-0.63173646,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,2.060542,1.9917653,-1.472804,0.97049695,1.4475319,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,0.0,1.0,-0.1948061,-0.3906172,0.04086095,-0.60556614,0.43134812,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4298776,-1.0403578,-0.4853178,0.017802091,-0.38159892,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.3958803,-0.4628106,-0.21862446,-0.15862288,0.66585207,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-0.46329993,0.11473666,0.3147622,-1.1113178,-1.3977828,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.4835764,-0.89597106,-0.3339513,0.22951205,-1.42905,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.44957906,0.4035103,0.6751586,-1.0995561,-1.6322867,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,2.1142406,1.8473785,-0.5213574,0.2883204,0.29064575,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,0.50327784,0.62009054,0.235475,-0.9348928,-0.27216375,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.3761789,-1.3291315,-0.44927815,-0.8878461,-0.19399576,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
0.0,1.0,0.0,-1.2687814,-0.75158423,2.7222102,-1.9228725,-0.13146138,-0.039450478,-0.072020546,-0.049016424,-0.063038334,-0.04756777
